DATE,SP500,VIX,10yr,2yr,Slope
1/22/2010,1091.76,27.31,3.62,0.84,2.78
1/25/2010,1096.78,25.41,3.66,0.86,2.80
1/26/2010,1092.17,24.55,3.65,0.87,2.78
1/27/2010,1097.50,23.14,3.66,0.9,2.76
1/28/2010,1084.53,23.73,3.68,0.87,2.81
1/29/2010,1073.87,24.62,3.63,0.82,2.81
2/1/2010,1089.19,22.59,3.68,0.86,2.82
2/2/2010,1103.32,21.48,3.67,0.86,2.81
2/3/2010,1097.28,21.60,3.73,0.88,2.85
2/4/2010,1063.11,26.08,3.62,0.8,2.82
2/5/2010,1066.19,26.11,3.59,0.77,2.82
2/8/2010,1056.74,26.51,3.62,0.79,2.83
2/9/2010,1070.52,26.00,3.67,0.84,2.83
2/10/2010,1068.13,25.40,3.72,0.91,2.81
2/11/2010,1078.47,23.96,3.73,0.91,2.82
2/12/2010,1075.51,22.73,3.69,0.84,2.85
2/15/2010,.,0.00,.,.,#VALUE!
2/16/2010,1094.87,22.25,3.66,0.82,2.84
2/17/2010,1099.51,21.72,3.74,0.87,2.87
2/18/2010,1106.75,20.63,3.79,0.9,2.89
2/19/2010,1109.17,20.02,3.78,0.95,2.83
2/22/2010,1108.01,19.94,3.80,0.91,2.89
2/23/2010,1094.60,21.37,3.69,0.87,2.82
2/24/2010,1105.24,20.27,3.70,0.87,2.83
2/25/2010,1102.94,20.10,3.64,0.82,2.82
2/26/2010,1104.49,19.50,3.61,0.81,2.80
3/1/2010,1115.71,19.26,3.61,0.8,2.81
3/2/2010,1118.31,19.06,3.62,0.8,2.82
3/3/2010,1118.79,18.83,3.63,0.82,2.81
3/4/2010,1122.97,18.72,3.61,0.86,2.75
3/5/2010,1138.70,17.42,3.69,0.91,2.78
3/8/2010,1138.50,17.79,3.72,0.9,2.82
3/9/2010,1140.45,17.92,3.71,0.89,2.82
3/10/2010,1145.61,18.57,3.73,0.92,2.81
3/11/2010,1150.24,18.06,3.73,0.97,2.76
3/12/2010,1149.99,17.58,3.71,0.97,2.74
3/15/2010,1150.51,18.00,3.71,0.96,2.75
3/16/2010,1159.46,17.69,3.66,0.93,2.73
3/17/2010,1166.21,16.91,3.65,0.95,2.70
3/18/2010,1165.83,16.62,3.68,0.98,2.70
3/19/2010,1159.90,16.97,3.70,1.02,2.68
3/22/2010,1165.81,16.87,3.67,1.01,2.66
3/23/2010,1174.17,16.35,3.69,1.02,2.67
3/24/2010,1167.72,17.55,3.84,1.08,2.76
3/25/2010,1165.73,18.40,3.91,1.1,2.81
3/26/2010,1166.59,17.77,3.86,1.04,2.82
3/29/2010,1173.22,17.59,3.88,1.04,2.84
3/30/2010,1173.27,17.13,3.88,1.06,2.82
3/31/2010,1169.43,17.59,3.84,1.02,2.82
4/1/2010,1178.10,17.47,3.89,1.05,2.84
4/2/2010,.,0.00,3.96,1.11,2.85
4/5/2010,1187.44,17.02,4.01,1.18,2.83
4/6/2010,1189.44,16.23,3.98,1.14,2.84
4/7/2010,1182.45,16.62,3.89,1.06,2.83
4/8/2010,1186.44,16.48,3.91,1.09,2.82
4/9/2010,1194.37,16.14,3.90,1.08,2.82
4/12/2010,1196.48,15.58,3.87,1.07,2.80
4/13/2010,1197.30,16.20,3.84,1.07,2.77
4/14/2010,1210.65,15.59,3.88,1.07,2.81
4/15/2010,1211.67,15.89,3.86,1.04,2.82
4/16/2010,1192.13,18.36,3.79,0.98,2.81
4/19/2010,1197.52,17.34,3.83,1.01,2.82
4/20/2010,1207.17,15.73,3.82,1.05,2.77
4/21/2010,1205.94,16.32,3.77,1.03,2.74
4/22/2010,1208.67,16.47,3.80,1.07,2.73
4/23/2010,1217.28,16.62,3.84,1.1,2.74
4/26/2010,1212.05,17.47,3.83,1.09,2.74
4/27/2010,1183.71,22.81,3.71,1.03,2.68
4/28/2010,1191.36,21.08,3.80,1.03,2.77
4/29/2010,1206.78,18.44,3.76,1.01,2.75
4/30/2010,1186.69,22.05,3.69,0.97,2.72
5/3/2010,1202.26,20.19,3.72,1,2.72
5/4/2010,1173.60,23.84,3.63,0.96,2.67
5/5/2010,1165.90,24.91,3.58,0.88,2.70
5/6/2010,1128.15,32.80,3.41,0.75,2.66
5/7/2010,1110.88,40.95,3.45,0.83,2.62
5/10/2010,1159.73,28.84,3.57,0.87,2.70
5/11/2010,1155.79,28.32,3.56,0.85,2.71
5/12/2010,1171.67,25.52,3.56,0.89,2.67
5/13/2010,1157.44,26.68,3.55,0.87,2.68
5/14/2010,1135.68,31.24,3.44,0.79,2.65
5/17/2010,1136.94,30.84,3.47,0.81,2.66
5/18/2010,1120.80,33.55,3.38,0.76,2.62
5/19/2010,1115.05,35.32,3.36,0.8,2.56
5/20/2010,1071.59,45.79,3.25,0.76,2.49
5/21/2010,1087.69,40.10,3.20,0.76,2.44
5/24/2010,1073.65,38.32,3.23,0.77,2.46
5/25/2010,1074.03,34.61,3.18,0.81,2.37
5/26/2010,1067.95,35.02,3.21,0.82,2.39
5/27/2010,1103.06,29.68,3.34,0.87,2.47
5/28/2010,1089.41,32.07,3.31,0.76,2.55
5/31/2010,.,0.00,.,.,#VALUE!
6/1/2010,1070.71,35.54,3.29,0.78,2.51
6/2/2010,1098.38,30.17,3.35,0.82,2.53
6/3/2010,1102.83,29.46,3.39,0.82,2.57
6/4/2010,1064.88,35.48,3.20,0.72,2.48
6/7/2010,1050.47,36.57,3.17,0.74,2.43
6/8/2010,1062.00,33.70,3.18,0.74,2.44
6/9/2010,1055.69,33.73,3.20,0.74,2.46
6/10/2010,1086.84,30.57,3.33,0.79,2.54
6/11/2010,1091.60,28.79,3.24,0.75,2.49
6/14/2010,1089.63,28.58,3.28,0.77,2.51
6/15/2010,1115.23,25.87,3.32,0.79,2.53
6/16/2010,1114.61,25.92,3.27,0.75,2.52
6/17/2010,1116.04,25.05,3.21,0.72,2.49
6/18/2010,1117.51,23.95,3.24,0.74,2.50
6/21/2010,1113.20,24.88,3.26,0.74,2.52
6/22/2010,1095.31,27.05,3.18,0.71,2.47
6/23/2010,1092.04,26.91,3.13,0.66,2.47
6/24/2010,1073.69,29.74,3.14,0.67,2.47
6/25/2010,1076.76,28.53,3.12,0.65,2.47
6/28/2010,1074.57,29.00,3.05,0.62,2.43
6/29/2010,1041.24,34.13,2.97,0.61,2.36
6/30/2010,1030.71,34.54,2.97,0.61,2.36
7/1/2010,1027.37,32.86,2.96,0.63,2.33
7/2/2010,1022.58,30.12,3.00,0.63,2.37
7/5/2010,.,0.00,.,.,#VALUE!
7/6/2010,1028.06,29.65,2.95,0.62,2.33
7/7/2010,1060.27,26.84,3.00,0.63,2.37
7/8/2010,1070.25,25.71,3.04,0.63,2.41
7/9/2010,1077.96,24.98,3.07,0.63,2.44
7/12/2010,1078.75,24.43,3.08,0.65,2.43
7/13/2010,1095.34,24.56,3.15,0.67,2.48
7/14/2010,1095.17,24.89,3.07,0.62,2.45
7/15/2010,1096.48,25.14,3.00,0.61,2.39
7/16/2010,1064.88,26.25,2.96,0.61,2.35
7/19/2010,1071.25,25.97,2.99,0.61,2.38
7/20/2010,1083.48,23.93,2.98,0.61,2.37
7/21/2010,1069.59,25.64,2.90,0.58,2.32
7/22/2010,1093.67,24.63,2.96,0.6,2.36
7/23/2010,1102.66,23.47,3.02,0.6,2.42
7/26/2010,1115.01,22.73,3.03,0.62,2.41
7/27/2010,1113.84,23.19,3.08,0.65,2.43
7/28/2010,1106.13,24.25,3.03,0.61,2.42
7/29/2010,1101.53,24.13,3.03,0.59,2.44
7/30/2010,1101.60,23.50,2.94,0.55,2.39
8/2/2010,1125.86,22.01,2.99,0.56,2.43
8/3/2010,1120.46,22.63,2.94,0.53,2.41
8/4/2010,1127.24,22.21,2.98,0.56,2.42
8/5/2010,1125.81,22.10,2.94,0.53,2.41
8/6/2010,1121.64,21.74,2.86,0.5,2.36
8/9/2010,1127.79,22.14,2.86,0.54,2.32
8/10/2010,1121.06,22.37,2.79,0.52,2.27
8/11/2010,1089.47,25.39,2.72,0.54,2.18
8/12/2010,1083.61,25.73,2.74,0.55,2.19
8/13/2010,1079.25,26.24,2.68,0.54,2.14
8/16/2010,1079.38,26.10,2.58,0.51,2.07
8/17/2010,1092.54,24.33,2.64,0.52,2.12
8/18/2010,1094.16,24.59,2.64,0.51,2.13
8/19/2010,1075.63,26.44,2.58,0.49,2.09
8/20/2010,1071.69,25.49,2.62,0.49,2.13
8/23/2010,1067.36,25.66,2.60,0.49,2.11
8/24/2010,1051.87,27.46,2.50,0.5,2.00
8/25/2010,1055.33,26.70,2.54,0.53,2.01
8/26/2010,1047.22,27.37,2.50,0.51,1.99
8/27/2010,1064.59,24.45,2.66,0.56,2.10
8/30/2010,1048.92,27.21,2.54,0.5,2.04
8/31/2010,1049.33,26.05,2.47,0.47,2.00
9/1/2010,1080.29,23.89,2.58,0.5,2.08
9/2/2010,1090.10,23.19,2.63,0.5,2.13
9/3/2010,1104.51,21.31,2.72,0.52,2.20
9/6/2010,.,0.00,.,.,#VALUE!
9/7/2010,1091.84,23.80,2.61,0.49,2.12
9/8/2010,1098.87,23.25,2.66,0.52,2.14
9/9/2010,1104.18,22.81,2.77,0.57,2.20
9/10/2010,1109.55,21.99,2.81,0.58,2.23
9/13/2010,1121.90,21.21,2.74,0.53,2.21
9/14/2010,1121.10,21.56,2.68,0.5,2.18
9/15/2010,1125.07,22.10,2.74,0.5,2.24
9/16/2010,1124.66,21.72,2.77,0.48,2.29
9/17/2010,1125.59,22.01,2.75,0.48,2.27
9/20/2010,1142.71,21.50,2.72,0.47,2.25
9/21/2010,1139.78,22.35,2.61,0.43,2.18
9/22/2010,1134.28,22.51,2.56,0.44,2.12
9/23/2010,1124.83,23.87,2.56,0.45,2.11
9/24/2010,1148.67,21.71,2.62,0.45,2.17
9/27/2010,1142.16,22.54,2.54,0.44,2.10
9/28/2010,1147.70,22.60,2.48,0.37,2.11
9/29/2010,1144.73,23.25,2.52,0.44,2.08
9/30/2010,1141.20,23.70,2.53,0.42,2.11
10/1/2010,1146.24,22.50,2.54,0.42,2.12
10/4/2010,1137.03,23.53,2.50,0.41,2.09
10/5/2010,1160.75,21.76,2.50,0.41,2.09
10/6/2010,1159.97,21.49,2.41,0.38,2.03
10/7/2010,1158.06,21.56,2.41,0.36,2.05
10/8/2010,1165.15,20.71,2.41,0.35,2.06
10/11/2010,1165.32,18.96,.,.,#VALUE!
10/12/2010,1169.77,18.93,2.44,0.37,2.07
10/13/2010,1178.10,19.07,2.46,0.37,2.09
10/14/2010,1173.81,19.88,2.52,0.38,2.14
10/15/2010,1176.19,19.03,2.59,0.37,2.22
10/18/2010,1184.71,19.09,2.52,0.38,2.14
10/19/2010,1165.90,20.63,2.50,0.37,2.13
10/20/2010,1178.17,19.79,2.51,0.35,2.16
10/21/2010,1180.26,19.27,2.57,0.37,2.20
10/22/2010,1183.08,18.78,2.59,0.35,2.24
10/25/2010,1185.62,19.85,2.59,0.37,2.22
10/26/2010,1185.64,20.22,2.67,0.4,2.27
10/27/2010,1182.45,20.71,2.75,0.4,2.35
10/28/2010,1183.78,20.88,2.69,0.37,2.32
10/29/2010,1183.26,21.20,2.63,0.34,2.29
11/1/2010,1184.38,21.83,2.66,0.34,2.32
11/2/2010,1193.57,21.57,2.63,0.34,2.29
11/3/2010,1197.96,19.56,2.67,0.34,2.33
11/4/2010,1221.06,18.52,2.53,0.33,2.20
11/5/2010,1225.85,18.26,2.58,0.38,2.20
11/8/2010,1223.25,18.29,2.60,0.41,2.19
11/9/2010,1213.40,19.08,2.72,0.46,2.26
11/10/2010,1218.71,18.47,2.65,0.44,2.21
11/11/2010,1213.54,18.64,.,.,#VALUE!
11/12/2010,1199.21,20.61,2.76,0.51,2.25
11/15/2010,1197.75,20.20,2.92,0.53,2.39
11/16/2010,1178.34,22.58,2.85,0.51,2.34
11/17/2010,1178.59,21.76,2.89,0.5,2.39
11/18/2010,1196.69,18.75,2.90,0.52,2.38
11/19/2010,1199.73,18.04,2.88,0.52,2.36
11/22/2010,1197.84,18.37,2.80,0.49,2.31
11/23/2010,1180.73,20.63,2.77,0.45,2.32
11/24/2010,1198.35,19.56,2.93,0.53,2.40
11/25/2010,.,0.00,.,.,#VALUE!
11/26/2010,1189.40,22.22,2.87,0.51,2.36
11/29/2010,1187.76,21.53,2.84,0.52,2.32
11/30/2010,1180.55,23.54,2.81,0.45,2.36
12/1/2010,1206.07,21.36,2.97,0.53,2.44
12/2/2010,1221.53,19.39,3.01,0.55,2.46
12/3/2010,1224.71,18.01,3.03,0.49,2.54
12/6/2010,1223.12,18.02,2.95,0.42,2.53
12/7/2010,1223.75,17.99,3.15,0.54,2.61
12/8/2010,1228.28,17.74,3.26,0.63,2.63
12/9/2010,1233.00,17.25,3.23,0.64,2.59
12/10/2010,1240.40,17.61,3.32,0.64,2.68
12/13/2010,1240.46,17.55,3.29,0.61,2.68
12/14/2010,1241.59,17.61,3.49,0.66,2.83
12/15/2010,1235.23,17.94,3.53,0.68,2.85
12/16/2010,1242.87,17.39,3.47,0.66,2.81
12/17/2010,1243.91,16.11,3.33,0.61,2.72
12/20/2010,1247.08,16.41,3.36,0.62,2.74
12/21/2010,1254.60,16.49,3.35,0.63,2.72
12/22/2010,1258.84,15.45,3.36,0.65,2.71
12/23/2010,1256.77,16.47,3.41,0.67,2.74
12/24/2010,.,0.00,.,.,#VALUE!
12/27/2010,1257.54,17.67,3.36,0.71,2.65
12/28/2010,1258.51,17.52,3.50,0.75,2.75
12/29/2010,1259.78,17.28,3.35,0.64,2.71
12/30/2010,1257.88,17.52,3.38,0.66,2.72
12/31/2010,1257.64,17.75,3.30,0.61,2.69
1/3/2011,1271.87,17.61,3.36,0.61,2.75
1/4/2011,1270.20,17.38,3.36,0.63,2.73
1/5/2011,1276.56,17.02,3.50,0.71,2.79
1/6/2011,1273.85,17.40,3.44,0.68,2.76
1/7/2011,1271.50,17.14,3.34,0.6,2.74
1/10/2011,1269.75,17.54,3.32,0.59,2.73
1/11/2011,1274.48,16.89,3.37,0.6,2.77
1/12/2011,1285.96,16.24,3.40,0.61,2.79
1/13/2011,1283.76,16.39,3.34,0.59,2.75
1/14/2011,1293.24,15.46,3.35,0.59,2.76
1/17/2011,.,0.00,.,.,#VALUE!
1/18/2011,1295.02,15.87,3.39,0.6,2.79
1/19/2011,1281.92,17.31,3.37,0.6,2.77
1/20/2011,1280.26,17.99,3.47,0.65,2.82
1/21/2011,1283.35,18.47,3.44,0.63,2.81
1/24/2011,1290.84,17.65,3.43,0.65,2.78
1/25/2011,1291.18,17.59,3.35,0.62,2.73
1/26/2011,1296.63,16.64,3.45,0.62,2.83
1/27/2011,1299.54,16.15,3.42,0.59,2.83
1/28/2011,1276.34,20.04,3.36,0.54,2.82
1/31/2011,1286.12,19.53,3.42,0.58,2.84
2/1/2011,1307.59,17.63,3.48,0.61,2.87
2/2/2011,1304.03,17.30,3.52,0.67,2.85
2/3/2011,1307.10,16.69,3.58,0.71,2.87
2/4/2011,1310.87,15.93,3.68,0.77,2.91
2/7/2011,1319.05,16.28,3.68,0.78,2.90
2/8/2011,1324.57,15.81,3.75,0.86,2.89
2/9/2011,1320.88,15.87,3.65,0.81,2.84
2/10/2011,1321.87,16.09,3.70,0.85,2.85
2/11/2011,1329.15,15.69,3.64,0.85,2.79
2/14/2011,1332.32,15.95,3.62,0.87,2.75
2/15/2011,1328.01,16.37,3.61,0.84,2.77
2/16/2011,1336.32,16.72,3.62,0.86,2.76
2/17/2011,1340.43,16.59,3.58,0.8,2.78
2/18/2011,1343.01,16.43,3.59,0.78,2.81
2/21/2011,.,0.00,.,.,#VALUE!
2/22/2011,1315.44,20.80,3.46,0.74,2.72
2/23/2011,1307.40,22.13,3.49,0.74,2.75
2/24/2011,1306.10,21.32,3.46,0.73,2.73
2/25/2011,1319.88,19.22,3.42,0.72,2.70
2/28/2011,1327.22,18.35,3.42,0.69,2.73
3/1/2011,1306.33,21.01,3.41,0.66,2.75
3/2/2011,1308.44,20.70,3.46,0.69,2.77
3/3/2011,1330.97,18.60,3.58,0.79,2.79
3/4/2011,1321.15,19.06,3.49,0.68,2.81
3/7/2011,1310.13,20.66,3.51,0.7,2.81
3/8/2011,1321.82,19.82,3.56,0.73,2.83
3/9/2011,1320.02,20.22,3.48,0.7,2.78
3/10/2011,1295.11,21.88,3.37,0.65,2.72
3/11/2011,1304.28,20.08,3.40,0.64,2.76
3/14/2011,1296.39,21.13,3.36,0.61,2.75
3/15/2011,1281.87,24.32,3.33,0.63,2.70
3/16/2011,1256.88,29.40,3.22,0.58,2.64
3/17/2011,1273.72,26.37,3.25,0.6,2.65
3/18/2011,1279.20,24.44,3.28,0.61,2.67
3/21/2011,1298.38,20.61,3.34,0.67,2.67
3/22/2011,1293.77,20.21,3.34,0.68,2.66
3/23/2011,1297.54,19.17,3.36,0.69,2.67
3/24/2011,1309.66,18.00,3.42,0.72,2.70
3/25/2011,1313.80,17.91,3.46,0.79,2.67
3/28/2011,1310.19,19.44,3.47,0.81,2.66
3/29/2011,1319.44,18.16,3.50,0.81,2.69
3/30/2011,1328.26,17.71,3.47,0.8,2.67
3/31/2011,1325.83,17.74,3.47,0.8,2.67
4/1/2011,1332.41,17.40,3.46,0.8,2.66
4/4/2011,1332.87,17.50,3.45,0.77,2.68
4/5/2011,1332.63,17.25,3.50,0.84,2.66
4/6/2011,1335.54,16.90,3.56,0.85,2.71
4/7/2011,1333.51,17.11,3.58,0.81,2.77
4/8/2011,1328.17,17.87,3.59,0.83,2.76
4/11/2011,1324.46,16.59,3.59,0.85,2.74
4/12/2011,1314.16,17.09,3.52,0.77,2.75
4/13/2011,1314.41,16.92,3.49,0.75,2.74
4/14/2011,1314.52,16.27,3.51,0.77,2.74
4/15/2011,1319.68,15.32,3.43,0.71,2.72
4/18/2011,1305.14,16.96,3.40,0.69,2.71
4/19/2011,1312.62,15.83,3.39,0.68,2.71
4/20/2011,1330.36,15.07,3.43,0.69,2.74
4/21/2011,1337.38,14.69,3.42,0.68,2.74
4/22/2011,.,0.00,.,.,#VALUE!
4/25/2011,1335.25,15.77,3.39,0.67,2.72
4/26/2011,1347.24,15.62,3.34,0.65,2.69
4/27/2011,1355.66,15.35,3.39,0.65,2.74
4/28/2011,1360.48,14.62,3.34,0.62,2.72
4/29/2011,1363.61,14.75,3.32,0.61,2.71
5/2/2011,1361.22,15.99,3.31,0.61,2.70
5/3/2011,1356.62,16.70,3.28,0.61,2.67
5/4/2011,1347.32,17.08,3.25,0.6,2.65
5/5/2011,1335.10,18.20,3.18,0.58,2.60
5/6/2011,1340.20,18.40,3.19,0.57,2.62
5/9/2011,1346.29,17.16,3.17,0.57,2.60
5/10/2011,1357.16,15.91,3.23,0.59,2.64
5/11/2011,1342.08,16.95,3.19,0.56,2.63
5/12/2011,1348.65,16.03,3.22,0.57,2.65
5/13/2011,1337.77,17.07,3.18,0.57,2.61
5/16/2011,1329.47,18.24,3.15,0.54,2.61
5/17/2011,1328.98,17.55,3.12,0.55,2.57
5/18/2011,1340.68,16.23,3.18,0.58,2.60
5/19/2011,1343.60,15.52,3.17,0.55,2.62
5/20/2011,1333.27,17.43,3.15,0.55,2.60
5/23/2011,1317.37,18.27,3.13,0.55,2.58
5/24/2011,1316.28,17.82,3.12,0.56,2.56
5/25/2011,1320.47,17.07,3.13,0.54,2.59
5/26/2011,1325.69,16.09,3.07,0.48,2.59
5/27/2011,1331.10,15.98,3.07,0.48,2.59
5/30/2011,.,0.00,.,.,#VALUE!
5/31/2011,1345.20,15.45,3.05,0.45,2.60
6/1/2011,1314.55,18.30,2.96,0.44,2.52
6/2/2011,1312.94,18.09,3.04,0.45,2.59
6/3/2011,1300.16,17.95,2.99,0.42,2.57
6/6/2011,1286.17,18.49,3.01,0.43,2.58
6/7/2011,1284.94,18.07,3.01,0.39,2.62
6/8/2011,1279.56,18.79,2.98,0.39,2.59
6/9/2011,1289.00,17.77,3.01,0.43,2.58
6/10/2011,1270.98,18.86,2.99,0.41,2.58
6/13/2011,1271.83,19.61,3.00,0.4,2.60
6/14/2011,1287.87,18.26,3.11,0.45,2.66
6/15/2011,1265.42,21.32,2.98,0.38,2.60
6/16/2011,1267.64,22.73,2.93,0.38,2.55
6/17/2011,1271.50,21.85,2.94,0.38,2.56
6/20/2011,1278.36,19.99,2.97,0.38,2.59
6/21/2011,1295.52,18.86,2.99,0.4,2.59
6/22/2011,1287.14,18.52,3.01,0.39,2.62
6/23/2011,1283.50,19.29,2.93,0.35,2.58
6/24/2011,1268.45,21.10,2.88,0.35,2.53
6/27/2011,1280.10,20.56,2.95,0.41,2.54
6/28/2011,1296.67,19.17,3.05,0.48,2.57
6/29/2011,1307.41,17.27,3.14,0.47,2.67
6/30/2011,1320.64,16.52,3.18,0.45,2.73
7/1/2011,1339.67,15.87,3.22,0.5,2.72
7/4/2011,.,0.00,.,.,#VALUE!
7/5/2011,1337.88,16.06,3.16,0.44,2.72
7/6/2011,1339.22,16.34,3.12,0.43,2.69
7/7/2011,1353.22,15.95,3.17,0.49,2.68
7/8/2011,1343.80,15.95,3.03,0.4,2.63
7/11/2011,1319.49,18.39,2.94,0.37,2.57
7/12/2011,1313.64,19.87,2.92,0.37,2.55
7/13/2011,1317.72,19.91,2.92,0.37,2.55
7/14/2011,1308.87,20.80,2.98,0.38,2.60
7/15/2011,1316.14,19.53,2.94,0.37,2.57
7/18/2011,1305.44,20.95,2.94,0.37,2.57
7/19/2011,1326.73,19.21,2.91,0.39,2.52
7/20/2011,1325.84,19.09,2.96,0.4,2.56
7/21/2011,1343.80,17.56,3.03,0.4,2.63
7/22/2011,1345.02,17.52,2.99,0.4,2.59
7/25/2011,1337.43,19.35,3.03,0.42,2.61
7/26/2011,1331.94,20.23,2.99,0.41,2.58
7/27/2011,1304.89,22.98,3.01,0.44,2.57
7/28/2011,1300.67,23.74,2.98,0.42,2.56
7/29/2011,1292.28,25.25,2.82,0.36,2.46
8/1/2011,1286.94,23.66,2.77,0.38,2.39
8/2/2011,1254.05,24.79,2.66,0.33,2.33
8/3/2011,1260.34,23.38,2.64,0.33,2.31
8/4/2011,1200.07,31.66,2.47,0.27,2.20
8/5/2011,1199.38,32.00,2.58,0.28,2.30
8/8/2011,1119.46,48.00,2.40,0.27,2.13
8/9/2011,1172.53,35.06,2.20,0.19,2.01
8/10/2011,1120.76,42.99,2.17,0.19,1.98
8/11/2011,1172.64,39.00,2.34,0.19,2.15
8/12/2011,1178.81,36.36,2.24,0.2,2.04
8/15/2011,1204.49,31.87,2.29,0.19,2.10
8/16/2011,1192.76,32.85,2.23,0.2,2.03
8/17/2011,1193.89,31.58,2.17,0.19,1.98
8/18/2011,1140.65,42.67,2.08,0.2,1.88
8/19/2011,1123.53,43.05,2.07,0.2,1.87
8/22/2011,1123.82,42.44,2.10,0.22,1.88
8/23/2011,1162.35,36.27,2.15,0.22,1.93
8/24/2011,1177.60,35.90,2.29,0.23,2.06
8/25/2011,1159.27,39.76,2.23,0.22,2.01
8/26/2011,1176.80,35.59,2.19,0.2,1.99
8/29/2011,1210.08,32.28,2.28,0.2,2.08
8/30/2011,1212.92,32.89,2.19,0.2,1.99
8/31/2011,1218.89,31.62,2.23,0.2,2.03
9/1/2011,1204.42,31.82,2.15,0.19,1.96
9/2/2011,1173.97,33.92,2.02,0.2,1.82
9/5/2011,.,0.00,.,.,#VALUE!
9/6/2011,1165.24,37.00,1.98,0.21,1.77
9/7/2011,1198.62,33.38,2.05,0.21,1.84
9/8/2011,1185.90,34.32,2.00,0.19,1.81
9/9/2011,1154.23,38.52,1.93,0.17,1.76
9/12/2011,1162.27,38.59,1.94,0.21,1.73
9/13/2011,1172.87,36.91,2.00,0.21,1.79
9/14/2011,1188.68,34.60,2.03,0.19,1.84
9/15/2011,1209.11,31.97,2.09,0.21,1.88
9/16/2011,1216.01,30.98,2.08,0.18,1.90
9/19/2011,1204.09,32.73,1.97,0.16,1.81
9/20/2011,1202.09,32.86,1.95,0.18,1.77
9/21/2011,1166.76,37.32,1.88,0.21,1.67
9/22/2011,1129.56,41.35,1.72,0.2,1.52
9/23/2011,1136.43,41.25,1.84,0.23,1.61
9/26/2011,1162.95,39.02,1.91,0.25,1.66
9/27/2011,1175.38,37.71,2.00,0.25,1.75
9/28/2011,1151.06,41.08,2.03,0.27,1.76
9/29/2011,1160.40,38.84,1.99,0.27,1.72
9/30/2011,1131.42,42.96,1.92,0.25,1.67
10/3/2011,1099.23,45.45,1.80,0.24,1.56
10/4/2011,1123.95,40.82,1.81,0.25,1.56
10/5/2011,1144.03,37.81,1.92,0.25,1.67
10/6/2011,1164.97,36.27,2.01,0.29,1.72
10/7/2011,1155.46,36.20,2.10,0.3,1.80
10/10/2011,1194.89,33.02,.,.,#VALUE!
10/11/2011,1195.54,32.86,2.18,0.32,1.86
10/12/2011,1207.25,31.26,2.24,0.29,1.95
10/13/2011,1203.66,30.70,2.19,0.29,1.90
10/14/2011,1224.58,28.24,2.26,0.28,1.98
10/17/2011,1200.86,33.39,2.18,0.28,1.90
10/18/2011,1225.38,31.56,2.19,0.28,1.91
10/19/2011,1209.88,34.44,2.18,0.28,1.90
10/20/2011,1215.39,34.78,2.20,0.28,1.92
10/21/2011,1238.25,31.32,2.23,0.3,1.93
10/24/2011,1254.19,29.26,2.25,0.3,1.95
10/25/2011,1229.05,32.22,2.14,0.26,1.88
10/26/2011,1242.00,29.86,2.23,0.28,1.95
10/27/2011,1284.59,25.46,2.42,0.31,2.11
10/28/2011,1285.09,24.53,2.34,0.28,2.06
10/31/2011,1253.30,29.96,2.17,0.25,1.92
11/1/2011,1218.28,34.77,2.01,0.23,1.78
11/2/2011,1237.90,32.74,2.03,0.23,1.80
11/3/2011,1261.15,30.50,2.09,0.24,1.85
11/4/2011,1253.23,30.16,2.06,0.22,1.84
11/7/2011,1261.12,29.85,2.04,0.25,1.79
11/8/2011,1275.92,27.48,2.10,0.25,1.85
11/9/2011,1229.10,36.16,2.00,0.24,1.76
11/10/2011,1239.69,32.81,2.04,0.24,1.80
11/11/2011,1263.85,30.04,.,.,#VALUE!
11/14/2011,1251.78,31.13,2.04,0.24,1.80
11/15/2011,1257.81,31.22,2.06,0.26,1.80
11/16/2011,1236.91,33.51,2.01,0.26,1.75
11/17/2011,1216.13,34.51,1.96,0.27,1.69
11/18/2011,1215.65,32.00,2.01,0.29,1.72
11/21/2011,1192.98,32.91,1.97,0.27,1.70
11/22/2011,1188.04,31.97,1.94,0.26,1.68
11/23/2011,1161.79,33.98,1.89,0.26,1.63
11/24/2011,.,0.00,.,.,#VALUE!
11/25/2011,1158.67,34.47,1.97,0.28,1.69
11/28/2011,1192.55,32.13,1.97,0.26,1.71
11/29/2011,1195.19,30.64,2.00,0.27,1.73
11/30/2011,1246.96,27.80,2.08,0.25,1.83
12/1/2011,1244.58,27.41,2.11,0.27,1.84
12/2/2011,1244.28,27.52,2.05,0.25,1.80
12/5/2011,1257.08,27.84,2.04,0.27,1.77
12/6/2011,1258.47,28.13,2.08,0.25,1.83
12/7/2011,1261.01,28.67,2.02,0.24,1.78
12/8/2011,1234.35,30.59,1.99,0.22,1.77
12/9/2011,1255.19,26.38,2.07,0.22,1.85
12/12/2011,1236.47,25.67,2.03,0.24,1.79
12/13/2011,1225.73,25.41,1.96,0.24,1.72
12/14/2011,1211.82,26.04,1.92,0.25,1.67
12/15/2011,1215.75,25.11,1.92,0.26,1.66
12/16/2011,1219.66,24.29,1.86,0.24,1.62
12/19/2011,1205.35,24.92,1.82,0.24,1.58
12/20/2011,1241.30,23.22,1.94,0.26,1.68
12/21/2011,1243.72,21.43,1.98,0.28,1.70
12/22/2011,1254.00,21.16,1.97,0.28,1.69
12/23/2011,1265.33,20.73,2.03,0.28,1.75
